adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/3CvNc04vTwTir5q3LBDuvUb8Ng6.jpg,"[16, 10751, 878]",10681,en,WALL·E,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",12.637,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008-06-22,WALL·E,False,8.102,19437
False,/uyUdNIzl3FWBRxqeVK4ZQKdGGUS.jpg,"[18, 53]",582,de,Das Leben der Anderen,"In 1984 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.",3.3867,/cVUDMnskSc01rdbyH0tLATTJUdP.jpg,2006-03-23,The Lives of Others,False,8.033,3866
False,/sdwjQEM869JFwMytTmvr6ggvaUl.jpg,"[18, 53, 9648, 28]",670,ko,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",12.1013,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,2003-11-21,Oldboy,False,8.252,9168
False,/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,"[12, 14, 16]",128,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",9.5722,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,1997-07-12,Princess Mononoke,False,8.326,8485
False,/7Wev9JMo6R5XAfz2KDvXb7oPMmy.jpg,"[9648, 53]",77,en,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",8.4239,/fKTPH2WvH8nHTXeBYBVhawtRqtR.jpg,2000-10-11,Memento,False,8.178,15479
False,/uPYa165sraN2c8gZBM9C47g3JoU.jpg,"[18, 80]",311,en,Once Upon a Time in America,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",7.5201,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,1984-05-23,Once Upon a Time in America,False,8.409,5699
False,/ueDw7djPgKPZfph0vC43aD2EMyF.jpg,"[12, 28]",85,en,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",11.6483,/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,1981-06-12,Raiders of the Lost Ark,False,7.925,13027
False,/mmd1HnuvAzFc4iuVJcnBrhDNEKr.jpg,"[27, 53]",694,en,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",10.7452,/xazWoLealQwEgqZ89MLZklLZD3k.jpg,1980-05-23,The Shining,False,8.21,18128
False,/AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg,"[27, 878]",348,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",19.1905,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979-05-25,Alien,False,8.165,15530
False,/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg,"[18, 10752]",28,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",9.7406,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979-05-19,Apocalypse Now,False,8.271,8604
False,,[],1206195,hi,Anand,"A story of a bisexual guy, who gets rejection from both his girlfriend and boyfriend just because he is bisexual. A bisexual guy living in a ""live-in-relation"" with his girlfriend for 2 year. Before getting married he wanted to come clean with his girlfriend about his sexual orientation. His life went upside down after his coming out and he being judged by his sexuality and not based on his loyalty. Will it trigger him as this is not happening with him for the first time?",0.0071,/a0inCjOHm5Y8MEjxUPfXA9iPZmv.jpg,2021-07-28,Anand,False,0.0,0
False,,"[35, 18]",910691,ja,エノケンの天国と地獄,"Keita, after his death,  was taken to the court of heaven as Defendant No. 1361, where his past was projected.  He was formerly a favorite of the Meriken Circus troupe, yet he sinned by exposing a certain woman.  During the screening, he realizes what he has done, and fate gives him a chance to redeem his sins.",1.378,/lXPTTh4fQ728mnslH7s2IFrwfIW.jpg,1954-10-12,Enomoto's Heaven and Hell,False,0.0,0
False,/sTp8K0SfcC2RQef1Tu160z3niHO.jpg,"[35, 10752]",935,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop it.",3.7479,/7SixLzxcqezkZEYU8pcHZgbkmjp.jpg,1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,8.124,5864
False,/evUB9YKE5IPPtQOchcEF6hS90BO.jpg,"[18, 9648, 80]",37257,en,Witness for the Prosecution,An ailing barrister agrees to defend a man in a sensational murder trial where the unconvincing testimony of the defendant's wife becomes a subject of confusion.,3.072,/bCj4EfuehAlgBwVd3diyWyhuuau.jpg,1957-12-17,Witness for the Prosecution,False,8.215,1527
False,/354kfjVb96mtFALMhBE6jzHGiA2.jpg,"[10752, 18, 36]",975,en,Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,2.5128,/hGg1UCQSHlXfv2HI9bDHT2OQBam.jpg,1957-10-25,Paths of Glory,False,8.3,3076
False,/zZvtZZXRnZ4Tdcs0QEWaZZcIWy8.jpg,"[53, 9648]",567,en,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,4.4841,/ILVF0eJxHMddjxeQhswFtpMtqx.jpg,1954-08-01,Rear Window,False,8.349,6803
False,,[99],664159,en,Ed Ruscha - Motorized Photographs of Sunset Blvd. and Other L.A. Streets,"Commissioned by The Getty Museum on the occasion of their 2019 Getty Medal to the painter, draftsman, photographer, and bookmaker, Ed Ruscha. Utilizing The Getty Research Institute's preservation and digitization of over a million images from Ed's Streets of Los Angeles photo series, and excerpts from Jack Kerouac's ""On The Road,"" this film puts together two of Ed's major inspirations: Kerouac's text and the city of Los Angeles.",0.206,/i355u6490I0vsNrvORwfp0qvoqw.jpg,2019-12-19,Ed Ruscha - Motorized Photographs of Sunset Blvd. and Other L.A. Streets,False,0.0,0
False,/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg,"[35, 10752]",914,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,2.7554,/nhMXB8GTdswYMCL9nepDZymJCOr.jpg,1940-10-15,The Great Dictator,False,8.3,3509
False,/vDQwbN2ymkMQ8ldL3Sc275FGBw3.jpg,"[10752, 36, 53, 18]",530915,en,1917,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",8.4048,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,2019-12-25,1917,False,7.988,12939
False,/v4Rvu6BMup3uecXgLjKmxO9SkxK.jpg,"[14, 27]",538858,hi,तुम्बाड,"India, 1918. On the outskirts of Tumbbad, a cursed village where it always rains, Vinayak, along with his mother and his brother, care of a mysterious old woman who keeps the secret of an ancestral treasure that Vinayak gets obsessed with.",4.694,/6qeRFImDskoIRkSCFatqeM2rM3k.jpg,2018-10-12,Tumbbad,False,7.544,282
False,/ArvKQJv3nEpnBoVyjWDUT7TtJOL.jpg,"[80, 9648, 53, 35]",534780,hi,अंधाधुन,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,2.6063,/dy3K6hNvwE05siGgiLJcEiwgpdO.jpg,2018-10-05,Andhadhun,False,7.6,555
False,,[53],1129616,ko,Drishyam,"A Korean-language remake of the critically and commercially acclaimed 2015 Malayalam film of the same name. A simple, street-smart man tries to protect his family from a cop looking for her missing son.",1.6189,,,Drishyam,False,0.0,0
False,/mJrSFyb7uoqiICUmvIIzeOerA5K.jpg,[18],60243,fa,جدایی نادر از سیمین,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,2.2146,/wQVvASmpm8jGhJBQU20OkoMcNzi.jpg,2011-02-15,A Separation,False,7.889,1830
False,/7zN7m5jEyrNxFYm2EbQJAZwAG5i.jpg,[18],103663,da,Jagten,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",4.2388,/jkixsXzRh28q3PCqFoWcf7unghT.jpg,2012-06-13,The Hunt,False,8.097,4443
False,/u8wmr8QCowIYXUxVeZYSPWVbB9P.jpg,"[18, 10752, 9648]",46738,fr,Incendies,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",6.8051,/yH6DAQVgbyj72S66gN4WWVoTjuf.jpg,2010-09-17,Incendies,False,8.095,2990
False,/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg,[18],637920,tr,7. Koğuştaki Mucize,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",4.1097,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,2019-10-10,Miracle in Cell No. 7,False,8.255,4482
False,/ci8NMpK3HvuySQRGPMAPyBSlL7f.jpg,[18],13393,tr,Babam ve Oğlum,"A left-wing journalist whose wife died while giving birth to his son during a military coup returns to his family's farm. Estranged from his father for turning his back on the family and wasting his life with political activism instead, he tries to reconnect with him so that his son will have a place to live as his health is deteriorating due to the extensive torture he had to endure.",1.4325,/ephCcqJYZFUnkQC7Oudah2qUL6O.jpg,2005-11-18,My Father and My Son,False,7.438,355
False,/hwNtEmmugU5Yd7hpfprNWI0DGIn.jpg,"[18, 53, 10752]",16869,en,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",20.2887,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009-08-02,Inglourious Basterds,False,8.215,23131
False,/744ybMaYRry1IQKoDakMc4GEU4L.jpg,"[878, 18, 10749]",38,en,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",11.3621,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,2004-03-19,Eternal Sunshine of the Spotless Mind,False,8.093,15634
False,/6n53UI4mX9QMfe2S0Pgt8mGebY1.jpg,"[35, 10749]",194,fr,Le Fabuleux Destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",8.5426,/oTKduWL2tpIKEmkAqF4mFEAWAsv.jpg,2001-04-25,Amélie,False,7.914,11904
False,/32V4uHVRU2fbDsQl1dsYsZm3uba.jpg,"[80, 35]",107,en,Snatch,"Unscrupulous boxing promoters, violent bookies, a Russian gangster, incompetent amateur robbers, and supposedly Jewish jewellers fight to track down a priceless stolen diamond.",9.7403,/kJZoAHq1SLDdWjeNGtlHAnGpmFV.jpg,2000-09-01,Snatch,False,7.817,9433
False,/kEA3iOrV1DpHQ3Z01Q28y2Qoc89.jpg,[18],14,en,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",7.2541,/wby9315QzVKdW9BonAefg8jGTTb.jpg,1999-09-15,American Beauty,False,8.0,12512
False,/7tZt3PA948fvSTFx0699YF44Tdt.jpg,"[80, 18]",641,en,Requiem for a Dream,The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.,4.3849,/nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,2000-10-06,Requiem for a Dream,False,8.015,10436
False,/oLsts7ct0NVkdYpx5rZg10MG6zh.jpg,[18],489,en,Good Will Hunting,"Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back.",11.4907,/z2FnLKpFi1HPO7BEJxdkv6hpJSU.jpg,1997-12-05,Good Will Hunting,False,8.159,13017
False,/9W250lyDDC3P9AgW5ZKGRj7R2Pv.jpg,"[18, 10751]",21334,fa,بچه‌های آسمان,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes. School awaits.",2.0485,/jWqh1CJWAEcxckMRrf6ARhIEh0R.jpg,1997-08-01,Children of Heaven,False,7.9,668
False,/3Rfvhy1Nl6sSGJwyjb0QiZzZYlB.jpg,"[16, 12, 10751, 35, 878]",862,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",22.5087,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-11-22,Toy Story,False,7.97,19055
